Loading dataset 'training' from file...
Loading dataset 'testing' from file...
Creating shared Theano dataset variables...
Starting stochastic gradient descent. num_training_examples=60000
Time:    0.00 sec, Epoch:    1, Testing error: 4.46000%
Time:    1.94 sec, Epoch:    2, Testing error: 3.25000%
Time:    3.86 sec, Epoch:    3, Testing error: 2.75000%
Time:    5.79 sec, Epoch:    4, Testing error: 2.39000%
Time:    7.71 sec, Epoch:    5, Testing error: 2.24000%
Time:    9.64 sec, Epoch:    6, Testing error: 2.20000%
Time:   11.56 sec, Epoch:    7, Testing error: 2.12000%
Time:   13.49 sec, Epoch:    8, Testing error: 2.00000%
Time:   15.43 sec, Epoch:    9, Testing error: 2.00000%
Time:   17.35 sec, Epoch:   10, Testing error: 2.05000%
Time:   19.28 sec, Epoch:   11, Testing error: 2.05000%
Time:   21.20 sec, Epoch:   12, Testing error: 2.00000%
Time:   23.13 sec, Epoch:   13, Testing error: 2.07000%
Time:   25.07 sec, Epoch:   14, Testing error: 2.06000%
Time:   26.99 sec, Epoch:   15, Testing error: 2.02000%
Time:   28.92 sec, Epoch:   16, Testing error: 2.00000%
Time:   30.85 sec, Epoch:   17, Testing error: 1.95000%
Time:   32.77 sec, Epoch:   18, Testing error: 1.88000%
Time:   34.70 sec, Epoch:   19, Testing error: 1.83000%
Time:   36.63 sec, Epoch:   20, Testing error: 1.81000%
Time:   38.56 sec, Epoch:   21, Testing error: 1.73000%
Time:   40.48 sec, Epoch:   22, Testing error: 1.74000%
Time:   42.41 sec, Epoch:   23, Testing error: 1.73000%
Time:   44.34 sec, Epoch:   24, Testing error: 1.70000%
Time:   46.26 sec, Epoch:   25, Testing error: 1.72000%
Time:   48.19 sec, Epoch:   26, Testing error: 1.70000%
Time:   50.11 sec, Epoch:   27, Testing error: 1.70000%
Time:   52.04 sec, Epoch:   28, Testing error: 1.69000%
Time:   53.97 sec, Epoch:   29, Testing error: 1.70000%
Time:   55.89 sec, Epoch:   30, Testing error: 1.68000%
Time:   57.82 sec, Epoch:   31, Testing error: 1.68000%
Time:   59.75 sec, Epoch:   32, Testing error: 1.68000%
Time:   61.67 sec, Epoch:   33, Testing error: 1.67000%
Time:   63.60 sec, Epoch:   34, Testing error: 1.67000%
Time:   65.52 sec, Epoch:   35, Testing error: 1.66000%
Time:   67.46 sec, Epoch:   36, Testing error: 1.69000%
Time:   69.39 sec, Epoch:   37, Testing error: 1.65000%
Time:   71.32 sec, Epoch:   38, Testing error: 1.65000%
Time:   73.25 sec, Epoch:   39, Testing error: 1.65000%
Time:   75.18 sec, Epoch:   40, Testing error: 1.64000%
Time:   77.10 sec, Epoch:   41, Testing error: 1.64000%
Time:   79.03 sec, Epoch:   42, Testing error: 1.65000%
Time:   80.96 sec, Epoch:   43, Testing error: 1.65000%
Time:   82.89 sec, Epoch:   44, Testing error: 1.65000%
Time:   84.82 sec, Epoch:   45, Testing error: 1.66000%
Time:   86.74 sec, Epoch:   46, Testing error: 1.65000%
Time:   88.67 sec, Epoch:   47, Testing error: 1.65000%
Time:   90.60 sec, Epoch:   48, Testing error: 1.65000%
Time:   92.52 sec, Epoch:   49, Testing error: 1.65000%
Time:   94.45 sec, Epoch:   50, Testing error: 1.65000%
Time:   96.38 sec, Epoch:   51, Testing error: 1.65000%
Time:   98.31 sec, Epoch:   52, Testing error: 1.65000%
Time:  100.23 sec, Epoch:   53, Testing error: 1.62000%
Time:  102.16 sec, Epoch:   54, Testing error: 1.63000%
Time:  104.09 sec, Epoch:   55, Testing error: 1.63000%
Time:  106.02 sec, Epoch:   56, Testing error: 1.63000%
Time:  107.95 sec, Epoch:   57, Testing error: 1.64000%
Time:  109.87 sec, Epoch:   58, Testing error: 1.62000%
Time:  111.80 sec, Epoch:   59, Testing error: 1.64000%
Time:  113.73 sec, Epoch:   60, Testing error: 1.62000%
Time:  115.66 sec, Epoch:   61, Testing error: 1.63000%
Time:  117.59 sec, Epoch:   62, Testing error: 1.63000%
Time:  119.51 sec, Epoch:   63, Testing error: 1.62000%
Time:  121.44 sec, Epoch:   64, Testing error: 1.61000%
Time:  123.37 sec, Epoch:   65, Testing error: 1.61000%
Time:  125.29 sec, Epoch:   66, Testing error: 1.61000%
Time:  127.22 sec, Epoch:   67, Testing error: 1.61000%
Time:  129.15 sec, Epoch:   68, Testing error: 1.62000%
Time:  131.07 sec, Epoch:   69, Testing error: 1.62000%
Time:  133.00 sec, Epoch:   70, Testing error: 1.62000%
Time:  134.93 sec, Epoch:   71, Testing error: 1.61000%
Time:  136.85 sec, Epoch:   72, Testing error: 1.61000%
Time:  138.78 sec, Epoch:   73, Testing error: 1.61000%
Time:  140.70 sec, Epoch:   74, Testing error: 1.61000%
Time:  142.63 sec, Epoch:   75, Testing error: 1.61000%
Time:  144.56 sec, Epoch:   76, Testing error: 1.61000%
Time:  146.48 sec, Epoch:   77, Testing error: 1.61000%
Time:  148.42 sec, Epoch:   78, Testing error: 1.62000%
Time:  150.35 sec, Epoch:   79, Testing error: 1.62000%
Time:  152.28 sec, Epoch:   80, Testing error: 1.62000%
Time:  154.21 sec, Epoch:   81, Testing error: 1.62000%
Time:  156.14 sec, Epoch:   82, Testing error: 1.63000%
Time:  158.06 sec, Epoch:   83, Testing error: 1.63000%
Time:  159.99 sec, Epoch:   84, Testing error: 1.62000%
Time:  161.92 sec, Epoch:   85, Testing error: 1.62000%
Time:  163.85 sec, Epoch:   86, Testing error: 1.62000%
Time:  165.78 sec, Epoch:   87, Testing error: 1.62000%
Time:  167.70 sec, Epoch:   88, Testing error: 1.62000%
Time:  169.63 sec, Epoch:   89, Testing error: 1.62000%
Time:  171.56 sec, Epoch:   90, Testing error: 1.62000%
Time:  173.49 sec, Epoch:   91, Testing error: 1.62000%
Time:  175.42 sec, Epoch:   92, Testing error: 1.62000%
Time:  177.35 sec, Epoch:   93, Testing error: 1.63000%
Time:  179.27 sec, Epoch:   94, Testing error: 1.62000%
Time:  181.20 sec, Epoch:   95, Testing error: 1.63000%
Time:  183.13 sec, Epoch:   96, Testing error: 1.63000%
Time:  185.05 sec, Epoch:   97, Testing error: 1.63000%
Time:  186.98 sec, Epoch:   98, Testing error: 1.63000%
Time:  188.91 sec, Epoch:   99, Testing error: 1.63000%
Time:  190.84 sec, Epoch:  100, Testing error: 1.63000%
Time:  192.77 sec, Epoch:  101, Testing error: 1.63000%
Time:  194.69 sec, Epoch:  102, Testing error: 1.63000%
Time:  196.62 sec, Epoch:  103, Testing error: 1.63000%
Time:  198.55 sec, Epoch:  104, Testing error: 1.63000%
Time:  200.48 sec, Epoch:  105, Testing error: 1.63000%
Time:  202.41 sec, Epoch:  106, Testing error: 1.63000%
Time:  204.33 sec, Epoch:  107, Testing error: 1.63000%
Time:  206.26 sec, Epoch:  108, Testing error: 1.64000%
Time:  208.19 sec, Epoch:  109, Testing error: 1.64000%
Time:  210.11 sec, Epoch:  110, Testing error: 1.63000%
Time:  212.03 sec, Epoch:  111, Testing error: 1.63000%
Time:  213.96 sec, Epoch:  112, Testing error: 1.63000%
Time:  215.89 sec, Epoch:  113, Testing error: 1.63000%
Time:  217.81 sec, Epoch:  114, Testing error: 1.63000%
Time:  219.74 sec, Epoch:  115, Testing error: 1.63000%
Time:  221.66 sec, Epoch:  116, Testing error: 1.63000%
Time:  223.59 sec, Epoch:  117, Testing error: 1.63000%
Time:  225.52 sec, Epoch:  118, Testing error: 1.63000%
Time:  227.45 sec, Epoch:  119, Testing error: 1.63000%
Time:  229.38 sec, Epoch:  120, Testing error: 1.63000%
Time:  231.31 sec, Epoch:  121, Testing error: 1.63000%
Time:  233.24 sec, Epoch:  122, Testing error: 1.63000%
Time:  235.17 sec, Epoch:  123, Testing error: 1.63000%
Time:  237.09 sec, Epoch:  124, Testing error: 1.63000%
Time:  239.02 sec, Epoch:  125, Testing error: 1.63000%
Time:  240.95 sec, Epoch:  126, Testing error: 1.63000%
Time:  242.88 sec, Epoch:  127, Testing error: 1.63000%
Time:  244.81 sec, Epoch:  128, Testing error: 1.63000%
Time:  246.74 sec, Epoch:  129, Testing error: 1.63000%
Time:  248.66 sec, Epoch:  130, Testing error: 1.63000%
Time:  250.59 sec, Epoch:  131, Testing error: 1.63000%
Time:  252.52 sec, Epoch:  132, Testing error: 1.63000%
Time:  254.45 sec, Epoch:  133, Testing error: 1.63000%
Time:  256.38 sec, Epoch:  134, Testing error: 1.63000%
Time:  258.30 sec, Epoch:  135, Testing error: 1.63000%
Time:  260.23 sec, Epoch:  136, Testing error: 1.63000%
